2023/10/23T03:00:00 11.1  -97.3
2023/10/23T09:00:00 11.4  -97.1
2023/10/23T15:00:00 12.0  -97.5
2023/10/23T21:00:00 13.1  -97.6
2023/10/24T03:00:00 13.6  -97.9
2023/10/24T09:00:00 14.2  -98.5
2023/10/24T15:00:00 14.8  -99.1
2023/10/24T19:00:00 15.0  -99.4
2023/10/24T21:00:00 15.3  -99.5
2023/10/25T00:00:00 15.7  -99.6
2023/10/25T03:00:00 16.1  -99.7
2023/10/25T06:00:00 16.7  -99.8
2023/10/25T09:00:00 17.2  -100.1
2023/10/25T15:00:00 18.2  -100.6
2023/10/25T21:00:00 19.1  -100.8
